time,catalogue_1,payment_2,user_3,front-end_4,front-end_5,front-end_6,front-end_7,front-end_8,front-end_9,front-end_10,front-end_11,front-end_12,catalogue_13,front-end_14,front-end_15,user_16,front-end_17,front-end_18,front-end_19,front-end_20,front-end_21,front-end_22,front-end_23,front-end_24,user_25,front-end_26,front-end_27,user_28,front-end_29,front-end_30,front-end_31,front-end_32,front-end_33,catalogue_34,front-end_35,front-end_36,front-end_37,front-end_38,user_39,front-end_40,front-end_41,front-end_42,front-end_43,front-end_44,user_45,user_46,orders_47,payment_48,orders_49,shipping_50,queue-master_51,queue-master_52,queue-master_53,queue-master_54,queue-master_55,front-end_56,front-end_57,carts_58,user_59,user-db_60
1705778055,10,10,10,0,0,0,0,0,0,0,0,0,50,50,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705778070,10,10,10,0,0,0,0,0,0,0,0,0,0,0,26,26,26,26,26,26,26,26,26,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,8,6,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,4,2,0,0,0
1705778085,10,10,10,0,0,0,0,0,0,0,0,0,5,5,16,16,16,16,16,16,16,16,16,26,26,26,26,26,26,26,26,26,26,26,26,26,26,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,23,0,0
1705778100,10,10,10,0,0,0,0,0,0,0,0,0,29,29,15,15,15,15,15,15,15,15,15,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,100,75,25,25,25,25,25,25,25,25,25,25,25,25,75,75,25,50,25,0,0,0
1705778115,10,10,10,0,0,0,0,0,0,0,0,0,14,14,12,12,12,12,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,37,27,9,9,9,9,9,9,9,9,9,9,9,9,27,27,9,18,9,0,0,0
1705778130,10,10,10,0,0,0,0,0,0,0,0,0,10,10,17,17,17,17,17,17,17,17,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,63,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,46,0,0
1705778145,10,10,10,0,0,0,0,0,0,0,0,0,17,17,16,16,16,16,16,16,16,16,16,22,22,22,22,22,22,22,22,22,22,22,22,22,22,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705778160,10,10,10,0,0,0,0,0,0,0,0,0,15,15,16,16,16,16,16,15,15,15,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705778175,10,10,10,0,0,0,0,0,0,0,0,0,16,16,17,17,17,17,17,18,18,18,18,22,22,22,21,21,21,21,21,21,21,21,21,21,21,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705778190,10,10,10,0,0,0,0,0,0,0,0,0,20,20,8,8,8,8,8,8,8,8,8,9,9,9,10,10,10,10,10,10,10,10,10,10,9,19,75,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,0,1,0
1705778205,10,10,10,0,0,0,0,0,0,0,0,0,13,13,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,14,11,44,33,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,23,0,0
1705778220,10,10,10,0,0,0,0,0,0,0,0,0,10,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,23,0,0
1705778235,10,10,10,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,14,14,14,14,14,21,84,63,21,21,21,21,21,21,21,21,21,21,21,21,63,63,21,42,21,0,0,0
1705778250,10,10,10,0,0,0,0,0,0,0,0,0,21,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,23,0,0
1705778265,10,10,10,0,0,0,0,0,0,0,0,0,15,15,21,21,21,21,21,21,21,21,21,17,16,16,15,15,15,15,15,15,15,15,15,15,15,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705778280,10,10,10,0,0,0,0,0,0,0,0,0,13,13,9,9,9,9,9,9,9,9,9,14,15,15,16,16,16,16,16,16,16,16,16,16,16,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,23,0,0
1705778295,10,10,10,0,0,0,0,0,0,0,0,0,18,18,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705778310,10,10,10,0,0,0,0,0,0,0,0,0,11,11,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,23,0,0
1705778325,10,10,10,0,0,0,0,0,0,0,0,0,17,17,16,16,16,16,16,16,16,16,16,12,12,12,12,12,12,12,11,11,11,11,11,11,11,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,23,0,0
1705778340,10,10,10,0,0,0,0,0,0,0,0,0,12,12,15,15,15,15,15,15,15,15,15,18,18,18,18,18,18,18,19,19,19,19,19,19,19,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,23,0,0
1705778355,10,10,10,0,0,0,0,0,0,0,0,0,15,15,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,23,0,0
1705778370,10,10,10,0,0,0,0,0,0,0,0,0,20,20,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705778385,10,10,10,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,18,18,18,18,18,18,19,19,19,19,19,19,19,19,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,23,0,0
1705778400,10,10,10,0,0,0,0,0,0,0,0,0,16,16,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,0,0,0
1705778415,10,10,10,0,0,0,0,0,0,0,0,0,15,15,18,18,18,18,18,18,18,18,18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,40,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,20,10,0,0,0
1705778430,10,10,10,0,0,0,0,0,0,0,0,0,13,13,19,19,19,19,19,19,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705778445,10,10,10,0,0,0,0,0,0,0,0,0,13,13,12,12,12,12,12,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,20,80,60,20,20,20,20,20,20,20,20,20,20,20,20,60,60,20,40,20,0,0,0
1705778460,10,10,10,0,0,0,0,0,0,0,0,0,21,21,15,15,15,15,15,14,14,14,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705778475,10,10,10,0,0,0,0,0,0,0,0,0,15,15,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,7,28,21,7,7,7,7,7,7,7,7,7,7,7,7,21,21,7,14,7,0,0,0
1705778490,10,10,10,0,0,0,0,0,0,0,0,0,12,11,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,24,96,72,24,24,24,24,24,24,24,24,24,24,24,24,72,72,24,48,24,23,0,0
1705778505,10,10,10,0,0,0,0,0,0,0,0,0,20,21,11,11,11,11,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,40,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,20,10,23,0,0
1705778520,10,10,10,0,0,0,0,0,0,0,0,0,12,12,22,22,22,22,22,22,22,22,22,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705778535,10,10,10,0,0,0,0,0,0,0,0,0,12,12,11,11,11,11,11,11,11,11,11,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,23,0,0
1705778550,10,10,10,0,0,0,0,0,0,0,0,0,19,19,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705778565,10,10,10,0,0,0,0,0,0,0,0,0,14,14,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,0,0,0
1705778580,10,10,10,0,0,0,0,0,0,0,0,0,14,14,19,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705778595,10,10,10,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,46,0,0
1705778610,10,10,10,0,0,0,0,0,0,0,0,0,22,22,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,22,88,66,22,22,22,22,22,22,22,22,22,22,22,22,66,66,22,44,22,0,0,0
1705778625,10,10,10,0,0,0,0,0,0,0,0,0,13,13,20,19,19,19,19,19,19,19,19,14,14,14,14,14,14,14,14,14,14,14,14,14,14,8,32,24,8,8,8,8,8,8,8,8,8,8,8,8,24,24,8,16,8,23,0,0
1705778640,10,10,10,0,0,0,0,0,0,0,0,0,11,11,17,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705778655,10,10,10,0,0,0,0,0,0,0,0,0,17,17,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,23,0,0
1705778670,10,10,10,0,0,0,0,0,0,0,0,0,15,15,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,51,39,13,13,13,13,12,12,12,12,12,12,12,12,36,36,12,24,12,23,0,0
1705778685,10,10,10,0,0,0,0,0,0,0,0,0,13,13,18,18,18,18,18,18,18,18,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,65,48,16,16,16,16,17,17,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705778700,10,10,10,0,0,0,0,0,0,0,0,0,19,19,11,11,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705778715,10,10,10,0,0,0,0,0,0,0,0,0,14,14,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,46,0,0
1705778730,10,10,10,0,0,0,0,0,0,0,0,0,13,13,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705778745,10,10,10,0,0,0,0,0,0,0,0,0,14,14,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,0,0,0
1705778760,10,10,10,0,0,0,0,0,0,0,0,0,11,11,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705778775,10,10,10,0,0,0,0,0,0,0,0,0,18,18,19,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,13,13,13,12,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,23,0,0
1705778790,10,10,10,0,0,0,0,0,0,0,0,0,14,14,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,16,16,16,17,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705778805,10,10,10,0,0,0,0,0,0,0,0,0,17,17,14,14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,9,9,9,10,10,10,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705778820,10,10,10,0,0,0,0,0,0,0,0,0,14,14,15,15,15,15,15,15,15,15,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,23,0,0
1705778835,10,10,10,0,0,0,0,0,0,0,0,0,17,17,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,23,0,0
1705778850,10,10,10,0,0,0,0,0,0,0,0,0,13,13,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705778865,10,10,10,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,46,0,0
1705778880,10,10,10,0,0,0,0,0,0,0,0,0,16,16,16,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705778895,10,10,10,0,0,0,0,0,0,0,0,0,16,16,16,17,17,17,17,17,17,17,17,21,20,20,20,20,20,20,20,20,20,20,20,20,20,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705778910,10,10,10,0,0,0,0,0,0,0,0,0,12,12,19,19,19,19,19,19,19,19,19,20,21,21,21,21,21,21,21,21,21,21,21,21,21,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705778925,10,10,10,0,0,0,0,0,0,0,0,0,20,20,14,14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,20,80,60,20,20,20,20,20,20,20,20,20,20,20,20,60,60,20,40,20,23,0,0
1705778940,10,10,10,0,0,0,0,0,0,0,0,0,18,18,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,40,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,20,10,0,0,0
1705778955,10,10,10,0,0,0,0,0,0,0,0,0,12,12,19,19,19,19,19,19,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,23,0,0
1705778970,10,10,10,0,0,0,0,0,0,0,0,0,11,11,12,12,12,12,12,11,11,11,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,0,0,2
1705778985,10,10,10,0,0,0,0,0,0,0,0,0,18,18,19,19,19,19,19,20,20,20,20,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705779000,10,10,10,0,0,0,0,0,0,0,0,0,16,16,10,10,10,10,10,10,10,10,10,13,13,13,13,14,14,14,14,14,14,14,14,14,14,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705779015,10,10,10,0,0,0,0,0,0,0,0,0,14,14,19,19,19,19,19,19,19,19,19,12,11,11,11,11,11,11,11,11,11,11,11,11,11,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705779030,10,10,10,0,0,0,0,0,0,0,0,0,13,13,12,12,12,12,12,12,12,12,12,19,20,20,20,20,20,20,20,20,20,20,20,20,20,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,23,0,0
1705779045,10,10,10,0,0,0,0,0,0,0,0,0,20,20,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,11,44,33,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,23,0,0
1705779060,10,10,10,0,0,0,0,0,0,0,0,0,13,13,16,16,16,16,16,16,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,23,0,0
1705779075,10,10,10,0,0,0,0,0,0,0,0,0,13,13,20,19,19,19,19,19,19,19,19,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,40,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,20,10,0,0,0
1705779090,10,10,10,0,0,0,0,0,0,0,0,0,16,16,10,11,11,11,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,20,80,60,20,20,20,20,20,20,20,20,20,20,20,20,60,60,20,40,20,0,0,0
1705779105,10,10,10,0,0,0,0,0,0,0,0,0,16,16,21,21,21,21,21,21,21,21,21,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,23,0,0
1705779120,10,10,10,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,23,0,0
1705779135,10,10,10,0,0,0,0,0,0,0,0,0,20,20,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,23,0,0
1705779150,10,10,10,0,0,0,0,0,0,0,0,0,10,10,23,23,23,23,23,23,23,23,23,19,19,19,19,18,18,18,18,18,18,18,18,18,18,11,44,33,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,23,0,0
1705779165,10,10,10,0,0,0,0,0,0,0,0,0,16,16,12,12,12,12,12,12,12,12,12,15,15,15,15,16,16,16,16,16,16,16,16,16,16,21,84,63,21,21,21,21,21,21,21,21,21,21,21,21,63,63,21,42,21,46,0,0
1705779180,10,10,10,0,0,0,0,0,0,0,0,0,22,22,14,14,14,14,14,14,14,14,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,23,0,0
1705779195,10,10,10,0,0,0,0,0,0,0,0,0,12,12,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,0,0,0
1705779210,10,10,10,0,0,0,0,0,0,0,0,0,15,15,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,23,0,0
1705779225,10,10,10,0,0,0,0,0,0,0,0,0,13,13,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,69,0,0
1705779240,10,10,10,0,0,0,0,0,0,0,0,0,19,19,18,18,18,18,18,18,18,18,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,23,0,0
1705779255,10,10,10,0,0,0,0,0,0,0,0,0,14,14,15,15,15,15,15,15,15,15,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705779270,10,10,10,0,0,0,0,0,0,0,0,0,17,17,13,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705779285,10,10,10,0,0,0,0,0,0,0,0,0,18,18,14,15,15,15,15,14,14,14,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705779300,10,10,10,0,0,0,0,0,0,0,0,0,14,14,16,16,16,16,16,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,23,0,0
1705779315,10,10,10,0,0,0,0,0,0,0,0,0,11,11,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,13,13,13,13,12,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,23,0,0
1705779330,10,10,10,0,0,0,0,0,0,0,0,0,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705779345,4,4,4,0,0,0,0,0,0,0,0,0,4,4,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,28,21,7,7,7,7,7,7,7,7,7,7,7,7,21,21,7,14,7,0,0,0
