time,catalogue_1,front-end_2,front-end_3,user_4,front-end_5,front-end_6,front-end_7,front-end_8,front-end_9,user_10,user_11,orders_12,payment_13,orders_14,shipping_15,queue-master_16,queue-master_17,queue-master_18,queue-master_19,queue-master_20,front-end_21,front-end_22,front-end_23,user_24,front-end_25,front-end_26,front-end_27,front-end_28,front-end_29,front-end_30,front-end_31,front-end_32,user_33,front-end_34,front-end_35,user_36,front-end_37,front-end_38,front-end_39,front-end_40,front-end_41,catalogue_42,front-end_43,front-end_44,front-end_45,catalogue_46,payment_47,user_48,carts_49,user-db_50,user_51,user_52,orders_53,orders_54,orders-db_55,orders_56,orders-db_57,orders_58,orders_59,orders_60,orders_61,orders_62,front-end_63,front-end_64
1705821300,20,20,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12,13,13,13,13,13,13,13,13,10,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821315,16,16,11,43,33,11,11,11,11,10,10,10,10,10,10,10,10,30,30,10,20,10,23,23,23,23,23,23,23,23,23,18,18,18,18,18,18,18,17,17,17,17,17,17,17,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821330,14,14,20,81,60,20,20,20,20,21,21,21,21,21,21,21,21,63,63,21,42,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821345,17,17,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,14,14,14,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821360,18,18,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821375,12,12,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,32,16,12,12,12,12,12,12,12,12,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821390,19,19,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,17,17,17,17,17,17,17,17,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,0,0,0,0,1,3,3,1,2,2,1,115,1,1,2,1
1705821405,13,13,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,13,13,13,13,13,12,12,12,12,17,17,17,17,15,15,15,15,15,15,15,15,15,15,10,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821420,16,16,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,16,16,16,16,16,17,17,17,17,15,15,15,15,17,17,17,17,17,17,17,17,17,17,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821435,13,13,17,67,51,17,17,17,17,16,16,16,16,16,16,16,16,48,48,16,32,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821450,16,15,15,61,45,15,15,15,15,16,16,16,16,16,16,16,16,48,48,16,32,16,19,19,19,19,19,19,19,19,19,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821465,16,17,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,9,9,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,17,17,17,17,17,17,10,10,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821480,17,17,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1705821495,12,12,9,36,27,9,9,9,9,9,9,9,9,9,9,9,9,27,27,9,18,9,17,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821510,11,11,20,80,60,20,20,20,20,20,20,20,20,20,20,20,20,60,60,20,40,20,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821525,20,20,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,15,15,15,15,15,15,15,15,15,22,22,22,22,22,22,22,22,22,22,22,22,22,22,10,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821540,16,16,18,70,53,18,18,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,12,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821555,17,17,10,42,31,10,10,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,18,18,18,18,18,18,18,18,18,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821570,8,8,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,13,13,13,13,13,13,13,13,13,20,20,20,20,20,20,20,20,20,20,20,20,20,20,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821585,21,21,20,80,60,20,20,20,20,20,20,20,20,20,20,20,20,60,60,20,40,20,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705821600,2,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
