time,payment_1,user_2,catalogue_3,front-end_4,front-end_5,front-end_6,front-end_7,front-end_8,front-end_9,front-end_10,front-end_11,front-end_12,catalogue_13,front-end_14,front-end_15,user_16,front-end_17,front-end_18,front-end_19,front-end_20,front-end_21,front-end_22,front-end_23,front-end_24,user_25,front-end_26,front-end_27,user_28,front-end_29,front-end_30,front-end_31,front-end_32,front-end_33,catalogue_34,front-end_35,front-end_36,front-end_37,carts_38,front-end_39,user_40,front-end_41,front-end_42,front-end_43,front-end_44,front-end_45,user_46,user_47,orders_48,payment_49,orders_50,shipping_51,queue-master_52,queue-master_53,queue-master_54,queue-master_55,queue-master_56,front-end_57,front-end_58,user_59,carts_60,user-db_61
1705614390,10,10,10,0,0,0,0,0,0,0,0,0,7,7,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,16,16,16,16,16,16,16,0,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705614405,10,10,10,0,0,0,0,0,0,0,0,0,23,23,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,23,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705614420,10,10,10,0,0,0,0,0,0,0,0,0,13,13,17,17,17,17,17,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,23,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705614435,10,10,10,0,0,0,0,0,0,0,0,0,14,14,22,22,22,22,22,23,23,23,23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705614450,10,10,10,0,0,0,0,0,0,0,0,0,12,12,11,11,11,11,11,11,11,11,11,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,21,84,63,21,21,21,21,21,21,21,21,21,21,21,21,63,63,21,42,21,0,0,0
1705614465,10,10,10,0,0,0,0,0,0,0,0,0,25,25,14,13,14,14,14,14,14,14,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,1,0,0
1705614480,10,10,10,0,0,0,0,0,0,0,0,0,11,11,16,16,16,16,16,16,16,16,16,19,19,19,19,19,19,18,18,18,18,18,18,18,18,0,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,0,0,0
1705614495,10,10,10,0,0,0,0,0,0,0,0,0,15,15,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,15,15,15,15,15,15,15,15,0,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,0,0,0
1705614510,10,10,10,0,0,0,0,0,0,0,0,0,16,16,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,10,40,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,20,10,0,0,0
1705614525,10,10,10,0,0,0,0,0,0,0,0,0,14,14,20,20,20,20,20,20,20,20,20,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,0,0,0
1705614540,10,10,10,0,0,0,0,0,0,0,0,0,14,14,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,18,23,19,76,57,19,19,19,19,19,19,19,18,18,18,18,18,54,54,18,36,18,0,0,0
1705614555,10,10,10,0,0,0,0,0,0,0,0,0,21,21,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,13,0,11,44,33,11,11,11,11,11,11,11,12,12,12,12,12,36,36,12,24,12,0,0,0
1705614570,10,10,10,0,0,0,0,0,0,0,0,0,12,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705614585,10,10,10,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705614600,10,10,10,0,0,0,0,0,0,0,0,0,19,19,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,17,23,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,0,0,0
1705614615,10,10,10,0,0,0,0,0,0,0,0,0,15,15,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,15,23,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705614630,10,10,10,0,0,0,0,0,0,0,0,0,17,17,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,16,16,16,16,16,16,16,16,0,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705614645,10,10,10,0,0,0,0,0,0,0,0,0,16,16,11,11,11,11,11,10,10,10,10,12,12,12,12,12,12,13,13,13,13,13,13,13,13,23,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705614660,10,10,10,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,0,0,0
1705614675,10,10,10,0,0,0,0,0,0,0,0,0,11,11,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,15,60,45,15,15,15,15,15,15,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705614690,10,10,10,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,16,64,48,16,16,16,16,16,16,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705614705,10,10,10,0,0,0,0,0,0,0,0,0,14,14,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,23,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705614720,10,10,10,0,0,0,0,0,0,0,0,0,13,13,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705614735,10,10,10,0,0,0,0,0,0,0,0,0,20,20,17,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,46,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,0,0,0
1705614750,10,10,10,0,0,0,0,0,0,0,0,0,15,15,17,17,17,17,17,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,23,11,44,33,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,0,0,0
1705614765,10,10,10,0,0,0,0,0,0,0,0,0,12,12,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,15,0,17,68,51,17,17,17,17,17,17,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705614780,10,10,10,0,0,0,0,0,0,0,0,0,17,17,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,46,15,60,45,15,15,15,15,15,15,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705614795,10,10,10,0,0,0,0,0,0,0,0,0,16,16,20,20,20,20,20,20,20,20,20,18,18,18,18,18,18,18,17,17,17,17,17,17,16,23,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705614810,10,10,10,0,0,0,0,0,0,0,0,0,12,12,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,14,14,14,14,14,14,15,46,20,80,60,20,20,20,20,20,20,20,20,20,20,20,20,60,60,20,40,20,0,0,0
1705614825,10,10,10,0,0,0,0,0,0,0,0,0,19,19,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,0,0,0
1705614840,10,10,10,0,0,0,0,0,0,0,0,0,10,10,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,23,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705614855,10,10,10,0,0,0,0,0,0,0,0,0,18,18,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705614870,10,10,10,0,0,0,0,0,0,0,0,0,16,16,17,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,23,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705614885,10,10,10,0,0,0,0,0,0,0,0,0,11,11,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,16,64,48,16,16,16,16,16,16,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705614900,10,10,10,0,0,0,0,0,0,0,0,0,16,16,20,20,20,20,20,20,20,20,20,17,17,17,17,17,17,17,17,17,17,17,17,17,17,23,15,59,45,15,15,15,15,14,14,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705614915,10,10,10,0,0,0,0,0,0,0,0,0,17,17,7,7,7,7,7,7,7,7,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,23,17,69,51,17,17,17,17,18,18,18,18,18,18,18,18,54,54,18,36,18,0,0,0
1705614930,10,10,10,0,0,0,0,0,0,0,0,0,16,16,15,15,15,15,15,15,15,15,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,0,0,0
1705614945,10,10,10,0,0,0,0,0,0,0,0,0,11,11,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,12,48,36,12,12,12,12,12,12,12,12,12,11,11,11,33,33,11,22,11,0,0,0
1705614960,10,10,10,0,0,0,0,0,0,0,0,0,14,14,8,8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,23,20,80,60,20,20,20,20,20,20,19,19,19,20,20,20,60,60,20,40,20,0,0,0
1705614975,10,10,10,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,22,20,20,20,20,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,15,60,45,15,15,15,15,15,15,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705614990,10,10,10,0,0,0,0,0,0,0,0,0,10,10,14,14,14,14,14,16,16,16,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705615005,10,10,10,0,0,0,0,0,0,0,0,0,16,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,20,80,60,20,20,20,20,20,20,20,20,20,20,20,20,60,60,20,40,20,0,0,0
1705615020,10,10,10,0,0,0,0,0,0,0,0,0,20,20,22,22,22,22,22,22,22,22,22,17,17,17,17,17,17,16,16,16,16,16,16,16,16,23,10,40,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,20,10,0,0,0
1705615035,10,10,10,0,0,0,0,0,0,0,0,0,13,13,14,14,14,14,14,14,14,14,14,19,19,19,19,19,19,20,20,20,20,20,20,20,20,0,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705615050,10,10,10,0,0,0,0,0,0,0,0,0,15,15,14,14,14,14,14,14,14,14,14,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,18,72,54,18,18,18,18,17,18,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705615065,10,10,10,0,0,0,0,0,0,0,0,0,16,16,10,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,9,36,27,9,9,9,9,10,9,10,10,10,10,10,10,30,30,10,20,10,0,0,0
1705615080,10,10,10,0,0,0,0,0,0,0,0,0,13,13,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,0,0,0
1705615095,10,10,10,0,0,0,0,0,0,0,0,0,14,14,19,19,19,19,19,19,19,19,19,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705615110,10,10,10,0,0,0,0,0,0,0,0,0,16,16,14,14,14,14,14,13,13,13,13,19,19,19,19,19,19,19,19,19,19,19,19,19,18,0,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705615125,10,10,10,0,0,0,0,0,0,0,0,0,16,16,12,12,12,12,12,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,11,23,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,0,0,0
1705615140,10,10,10,0,0,0,0,0,0,0,0,0,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,9,36,27,9,9,9,9,9,9,9,9,9,9,9,9,27,27,9,18,9,0,0,0
1705615155,10,10,10,0,0,0,0,0,0,0,0,0,12,12,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,0,0,0
1705615170,10,10,10,0,0,0,0,0,0,0,0,0,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,16,64,48,16,16,16,16,16,15,15,15,15,15,15,15,45,45,15,30,15,0,1,0
1705615185,10,10,10,0,0,0,0,0,0,0,0,0,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,46,13,52,39,13,13,13,13,13,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705615200,10,10,10,0,0,0,0,0,0,0,0,0,16,16,19,19,19,19,19,18,18,18,18,19,19,19,19,18,18,18,18,18,18,18,18,18,18,0,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,0
1705615215,10,10,10,0,0,0,0,0,0,0,0,0,10,10,16,16,16,16,16,17,17,17,17,20,20,20,20,21,21,21,21,21,21,21,21,21,21,46,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,0,0,0
1705615230,10,10,10,0,0,0,0,0,0,0,0,0,19,19,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,21,84,63,21,21,21,21,20,20,20,20,20,20,20,20,60,60,20,40,20,0,0,0
1705615245,10,10,10,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,18,14,14,14,14,14,14,14,14,14,14,14,14,14,14,23,8,31,22,8,8,7,7,8,8,8,8,8,8,8,8,24,24,8,16,8,0,0,0
1705615260,10,10,10,0,0,0,0,0,0,0,0,0,10,10,15,15,15,15,15,13,13,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,23,15,61,47,15,15,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705615275,10,10,10,0,0,0,0,0,0,0,0,0,17,17,14,14,14,14,14,16,16,16,16,17,17,17,17,17,17,16,16,16,16,16,16,16,16,46,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,0,0,0
1705615290,10,10,10,0,0,0,0,0,0,0,0,0,16,16,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,14,14,14,14,14,14,14,14,0,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705615305,10,10,10,0,0,0,0,0,0,0,0,0,15,15,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,23,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705615320,10,10,10,0,0,0,0,0,0,0,0,0,13,13,19,19,19,19,19,19,19,19,19,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,1,0
1705615335,10,10,10,0,0,0,0,0,0,0,0,0,18,18,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,69,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,0,0,0
1705615350,10,10,10,0,0,0,0,0,0,0,0,0,13,13,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,46,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705615365,10,10,10,0,0,0,0,0,0,0,0,0,15,15,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,14,55,40,14,14,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705615380,10,10,10,0,0,0,0,0,0,0,0,0,13,13,21,21,21,21,21,21,21,21,21,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,12,49,38,12,12,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705615395,10,10,10,0,0,0,0,0,0,0,0,0,12,12,13,13,13,13,13,13,13,13,13,23,23,23,23,23,23,23,23,23,23,23,23,23,23,46,17,68,51,17,17,17,17,16,16,16,16,16,16,16,16,48,48,16,32,16,0,0,0
1705615410,10,10,10,0,0,0,0,0,0,0,0,0,21,21,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,19,75,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,0,0,0
1705615425,10,10,10,0,0,0,0,0,0,0,0,0,16,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,7,29,21,7,7,7,7,8,8,8,8,8,8,8,8,24,24,8,16,8,0,0,0
1705615440,10,10,10,0,0,0,0,0,0,0,0,0,9,9,18,18,18,18,18,18,18,18,18,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705615455,10,10,10,0,0,0,0,0,0,0,0,0,19,19,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,46,22,88,66,22,22,22,22,22,22,20,20,20,20,20,20,60,60,20,40,20,0,0,1
1705615470,10,10,10,0,0,0,0,0,0,0,0,0,18,18,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,10,40,30,10,10,10,10,10,10,12,12,12,12,12,12,36,36,12,24,12,0,0,0
1705615485,10,10,10,0,0,0,0,0,0,0,0,0,8,8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,0,0,2
1705615500,10,10,10,0,0,0,0,0,0,0,0,0,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,46,15,59,45,15,15,15,15,15,14,14,14,14,14,14,14,42,42,14,28,14,0,0,0
1705615515,10,10,10,0,0,0,0,0,0,0,0,0,18,18,10,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,16,65,48,16,16,16,16,16,17,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705615530,10,10,10,0,0,0,0,0,0,0,0,0,13,13,15,15,15,15,15,15,15,15,15,11,11,11,11,11,11,11,11,11,11,11,11,11,10,23,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705615545,10,10,10,0,0,0,0,0,0,0,0,0,13,13,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,19,19,19,19,19,19,19,0,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,0,0,0
1705615560,10,10,10,0,0,0,0,0,0,0,0,0,16,16,13,13,13,13,13,13,13,13,13,19,19,19,19,19,19,20,20,20,20,20,20,20,19,23,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,0,0,0
1705615575,10,10,10,0,0,0,0,0,0,0,0,0,19,19,16,16,16,16,16,15,15,15,15,8,8,8,8,8,8,7,8,8,8,8,8,8,10,0,22,88,66,22,22,22,22,22,22,22,22,22,22,22,22,66,66,22,43,21,0,0,0
1705615590,10,10,10,0,0,0,0,0,0,0,0,0,15,15,14,14,14,14,14,15,15,15,15,15,15,15,14,14,14,15,15,15,15,15,15,15,15,23,9,36,27,9,9,9,9,9,9,9,9,9,9,9,9,27,27,9,19,10,0,0,0
1705615605,2,2,4,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,0,3,11,7,3,3,2,2,2,2,2,2,2,2,2,2,6,6,2,4,2,0,0,0
