time,front-end_1,front-end_2,catalogue_3,front-end_4,front-end_5,front-end_6,catalogue_7,front-end_8,user_9,front-end_10,front-end_11,front-end_12,front-end_13,front-end_14,user_15,user_16,orders_17,payment_18,orders_19,shipping_20,queue-master_21,queue-master_22,queue-master_23,queue-master_24,queue-master_25,front-end_26,front-end_27,payment_28,front-end_29,user_30,front-end_31,front-end_32,user_33,front-end_34,front-end_35,front-end_36,catalogue_37,front-end_38,front-end_39,user_40,front-end_41,front-end_42,front-end_43,front-end_44,front-end_45,front-end_46,front-end_47,user_48,carts_49,user-db_50,user_51,front-end_52,user_53,catalogue_54,catalogue-db_55,catalogue_56,catalogue_57,catalogue_58,catalogue_59,front-end_60,front-end_61,front-end_62,front-end_63,front-end_64,front-end_65,front-end_66,front-end_67,front-end_68,front-end_69,front-end_70,front-end_71,front-end_72,front-end_73,front-end_74,front-end_75,front-end_76,front-end_77,front-end_78,front-end_79,front-end_80,front-end_81,front-end_82,front-end_83,front-end_84,front-end_85,front-end_86,front-end_87,front-end_88,front-end_89,front-end_90,front-end_91,front-end_92,front-end_93,front-end_94,front-end_95,front-end_96,catalogue_97,front-end_98,front-end_99,front-end_100,front-end_101,front-end_102,front-end_103
1705711050,12,12,12,12,12,12,10,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,10,11,11,11,11,11,11,12,12,16,16,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711065,18,18,18,18,18,18,10,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,10,18,18,18,18,18,18,18,18,21,21,17,17,17,17,17,17,17,17,17,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711080,11,11,11,11,11,11,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,11,11,11,11,11,11,11,11,12,12,16,15,16,16,16,16,16,16,16,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711095,17,17,17,17,17,17,10,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,10,17,17,17,17,17,17,17,17,11,11,14,14,14,14,14,14,14,14,14,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711110,13,13,13,13,13,13,10,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,10,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,16,16,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711125,18,18,18,18,18,18,10,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,10,18,18,18,18,18,18,18,18,15,15,11,11,11,11,11,11,11,11,11,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711140,13,13,13,13,13,13,10,13,51,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,10,13,13,13,13,13,13,13,13,15,15,19,19,19,19,19,19,19,19,19,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711155,18,17,17,17,17,17,10,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,10,18,18,18,18,18,18,18,18,11,11,20,20,20,20,20,20,20,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711170,15,16,16,16,16,16,10,20,80,60,20,20,20,20,20,20,20,20,20,20,20,20,60,60,20,40,20,10,15,15,15,15,15,15,15,15,20,20,9,9,9,9,9,9,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711185,10,10,10,10,10,10,10,16,64,48,16,16,16,16,16,16,15,15,15,15,15,15,45,45,15,30,15,10,10,10,10,10,10,10,10,10,18,18,14,14,14,14,14,13,13,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711200,17,17,17,17,17,17,10,8,32,24,8,8,8,8,8,8,9,9,9,9,9,9,27,27,9,18,9,10,17,17,17,17,17,17,17,17,15,15,17,17,17,17,17,18,18,18,18,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711215,17,17,17,17,17,17,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,17,17,17,17,17,17,17,17,10,10,18,17,17,17,17,17,17,17,17,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711230,15,15,15,15,15,15,10,21,84,63,21,21,21,21,21,21,21,21,21,21,21,21,63,63,21,42,21,10,15,15,15,15,15,15,15,15,20,20,9,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711245,12,12,12,12,12,12,10,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,10,12,12,12,12,12,12,12,12,16,16,19,19,19,19,19,19,19,19,19,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711260,20,20,20,20,20,20,10,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,10,20,20,20,20,20,20,20,20,10,10,21,21,21,21,21,21,21,21,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711275,17,17,17,17,17,17,10,22,88,66,22,22,22,22,22,22,22,22,22,22,22,22,66,66,22,44,22,10,17,17,17,17,17,17,17,17,20,20,10,10,10,10,10,10,10,10,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711290,8,8,8,8,8,8,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,8,8,8,8,8,8,8,8,19,19,11,11,11,11,11,11,11,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711305,20,20,20,20,20,20,10,9,36,27,9,9,9,9,9,9,9,9,9,9,9,9,27,27,9,18,9,10,20,20,20,20,20,20,20,20,9,9,23,23,23,23,23,23,23,23,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711320,20,20,20,20,20,20,10,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,10,20,20,20,20,20,20,20,20,12,12,14,14,14,14,14,14,14,14,14,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711335,9,9,9,9,9,9,10,20,80,60,20,20,20,20,20,20,20,20,20,20,20,20,60,60,20,40,20,10,9,9,9,9,9,9,9,9,22,22,13,13,13,13,13,13,13,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711350,12,12,12,12,12,12,10,9,36,27,9,9,9,9,9,9,9,9,9,9,9,9,27,27,9,18,9,10,12,12,12,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,15,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711365,21,21,21,21,21,21,10,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,10,22,22,22,21,21,21,21,21,10,10,15,15,15,15,15,15,15,15,15,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711380,13,13,13,13,13,13,10,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,10,12,12,12,13,13,13,13,13,22,22,15,15,15,15,15,15,15,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711395,12,12,12,12,12,12,10,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,10,12,12,12,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,15,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711410,22,22,22,22,22,22,10,7,28,21,7,7,7,7,7,7,7,7,7,7,7,7,21,21,7,14,7,10,22,22,22,22,22,22,22,22,11,11,19,19,19,19,19,19,19,19,19,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711425,15,15,15,15,15,15,10,23,92,69,23,23,23,23,23,23,23,23,23,23,23,23,69,69,23,46,23,10,15,15,15,15,15,15,15,15,13,13,14,14,14,14,14,14,14,14,14,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711440,14,14,14,14,14,14,10,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,10,14,14,14,14,14,14,14,14,18,18,13,13,13,13,13,13,13,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711455,16,16,16,16,16,16,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,16,16,16,16,16,16,16,16,15,15,17,17,17,17,17,17,17,17,17,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711470,15,15,15,15,15,15,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,15,15,15,15,15,15,15,15,16,16,18,18,18,18,18,18,18,18,18,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711485,13,13,13,13,13,13,10,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,10,13,13,13,13,13,13,13,13,17,17,8,8,8,8,8,8,8,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711500,15,15,15,15,15,15,10,10,40,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,20,10,10,15,15,15,15,15,15,15,15,14,14,21,21,21,21,21,21,21,21,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711515,15,15,15,15,15,15,10,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,10,15,15,15,15,15,15,15,15,11,11,14,14,14,14,14,14,14,14,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711530,19,19,19,19,19,19,10,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,10,19,19,19,19,19,19,19,19,22,22,13,13,13,13,13,13,13,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711545,11,11,11,11,11,11,10,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,10,11,11,11,11,11,11,11,11,12,12,14,14,14,14,14,14,14,14,14,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711560,14,14,14,14,14,14,10,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,10,14,14,14,14,14,14,14,14,15,15,22,22,22,22,22,22,22,22,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711575,18,18,18,18,18,18,10,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,10,18,18,18,18,18,18,18,18,16,16,13,13,13,13,13,13,13,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711590,17,17,17,17,17,17,10,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,10,17,17,17,17,17,17,17,17,12,12,13,13,13,13,13,13,13,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711605,13,13,13,13,13,13,10,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,10,13,13,13,13,13,13,13,13,17,17,16,16,16,16,16,16,16,16,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711620,15,15,15,15,15,15,10,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,10,15,15,15,15,15,15,15,15,18,18,13,13,13,13,13,13,13,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711635,15,15,15,15,15,15,10,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,10,15,15,15,15,15,15,15,15,13,13,17,17,17,17,17,17,17,17,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711650,15,15,15,15,15,15,10,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,10,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711665,17,17,16,16,16,16,10,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,10,17,17,17,17,17,17,17,17,14,13,9,9,9,9,9,9,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711680,14,14,15,14,14,14,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711695,11,11,11,11,11,11,10,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,10,11,11,11,11,11,11,11,11,16,17,17,16,16,16,16,16,16,16,16,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711710,19,19,19,20,20,20,10,11,44,33,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,10,19,19,19,19,19,19,19,19,13,12,15,16,16,16,16,16,16,16,16,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711725,13,13,13,13,13,13,10,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,10,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711740,14,14,13,13,13,13,10,17,68,51,17,17,17,17,17,17,17,17,17,17,17,17,51,51,17,34,17,10,14,14,14,14,14,14,14,14,15,16,17,17,17,17,17,17,17,17,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711755,16,16,17,17,17,17,10,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,10,16,16,16,16,16,16,16,16,18,18,14,14,14,14,14,14,14,14,14,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711770,15,15,13,12,12,12,10,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,10,16,16,16,16,16,16,16,15,13,13,17,17,17,17,17,17,17,17,17,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711785,16,16,17,18,18,18,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,15,15,15,15,15,15,15,16,14,14,11,11,11,11,11,11,11,11,11,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
