time,front-end_1,user_2,front-end_3,front-end_4,user_5,front-end_6,catalogue_7,front-end_8,front-end_9,front-end_10,front-end_11,catalogue_12,front-end_13,front-end_14,front-end_15,catalogue_16,front-end_17,front-end_18,user_19,front-end_20,front-end_21,front-end_22,front-end_23,front-end_24,front-end_25,user_26,user_27,user_28,front-end_29,front-end_30,front-end_31,orders_32,payment_33,orders_34,shipping_35,front-end_36,front-end_37,front-end_38,front-end_39,queue-master_40,queue-master_41,queue-master_42,queue-master_43,queue-master_44,front-end_45,front-end_46,payment_47,user_48,carts_49,orders-db_50,front-end_51,front-end_52,front-end_53,front-end_54,catalogue_55,front-end_56,front-end_57,front-end_58,front-end_59,front-end_60,front-end_61,front-end_62,front-end_63,front-end_64,front-end_65,front-end_66,front-end_67,front-end_68,front-end_69,front-end_70,front-end_71,front-end_72,front-end_73,front-end_74,front-end_75,front-end_76,front-end_77,front-end_78,front-end_79,front-end_80,front-end_81,front-end_82,front-end_83,front-end_84,front-end_85,front-end_86,front-end_87,front-end_88,front-end_89,catalogue_90,catalogue_91,catalogue_92,catalogue_93,front-end_94,front-end_95,front-end_96,front-end_97,front-end_98,front-end_99,front-end_100,front-end_101,front-end_102,catalogue_103,front-end_104,front-end_105,catalogue_106,catalogue_107,catalogue_108,catalogue_109,front-end_110
1705714395,17,17,17,17,17,17,10,17,17,17,17,17,17,17,17,20,20,15,60,45,15,15,15,15,13,13,15,15,13,13,13,15,15,15,15,13,13,13,30,15,15,45,45,15,13,15,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714410,18,18,18,18,18,18,10,18,18,18,18,18,18,18,18,15,15,18,72,54,18,18,18,18,12,12,18,18,12,12,12,18,18,18,18,12,12,12,36,18,18,54,54,18,12,18,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714425,13,13,13,13,13,13,10,13,13,13,12,12,12,12,12,17,17,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,30,15,15,45,45,15,15,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714440,18,18,18,18,18,18,10,18,18,18,19,19,19,19,19,10,10,11,44,33,11,11,11,11,22,22,11,11,22,22,22,11,11,11,11,22,22,22,22,11,11,33,33,11,22,11,10,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714455,16,16,16,16,16,16,10,16,16,16,16,16,16,16,16,18,18,21,84,63,21,21,21,21,14,14,21,21,14,14,14,21,21,21,21,14,14,14,42,21,21,63,63,21,14,21,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714470,13,13,13,13,13,13,10,13,13,13,13,13,13,13,13,16,16,15,60,45,15,15,15,15,8,8,15,15,8,8,8,15,15,15,15,8,8,8,30,15,15,45,45,15,8,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714485,15,15,15,15,15,15,10,15,15,15,15,15,15,15,15,19,19,14,56,42,14,14,14,14,20,20,14,14,20,20,20,14,14,14,14,20,20,20,28,14,14,42,42,14,20,14,10,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714500,17,17,17,17,17,17,10,17,17,17,17,17,17,17,17,10,10,15,60,45,15,15,15,15,16,16,15,15,16,16,16,15,15,15,15,16,16,16,30,15,15,45,45,15,16,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714515,14,14,14,14,14,14,10,14,14,14,14,14,14,14,14,14,14,17,68,51,17,17,17,17,15,15,17,17,15,15,15,17,17,17,17,15,15,15,34,17,17,51,51,17,15,17,10,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714530,19,19,19,19,19,19,10,19,19,19,19,19,19,19,19,20,20,14,56,42,14,14,14,14,17,17,14,14,17,17,17,14,14,14,14,17,17,17,28,14,14,42,42,14,17,14,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714545,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,15,15,18,72,54,18,18,18,18,15,15,18,18,15,15,15,18,18,18,18,15,15,15,36,18,18,54,54,18,15,18,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714560,17,17,17,17,17,17,8,17,17,17,17,17,17,17,16,16,15,11,44,33,11,11,11,11,18,18,11,11,18,18,18,11,11,11,11,18,18,18,22,11,11,33,33,11,18,11,10,10,23,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714575,21,21,21,21,21,21,8,21,21,21,21,21,20,20,20,13,13,18,72,54,18,18,18,18,13,13,18,18,13,13,13,18,18,18,18,13,13,13,36,18,18,54,54,18,13,18,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714590,6,6,6,6,6,6,8,6,6,6,6,6,7,7,8,18,17,17,68,51,17,17,17,17,14,14,17,17,14,14,14,17,17,17,17,14,14,14,34,17,17,51,51,17,14,17,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714605,18,18,18,18,18,18,6,18,18,18,18,14,13,13,13,13,14,10,40,30,10,10,10,10,17,17,10,10,17,17,17,10,10,10,10,17,17,17,20,10,10,30,30,10,17,10,10,10,46,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1705714635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705714650,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,6,1,4,3,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,1,3,3,1,0,1,10,10,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1705714665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
